seed,trajectory,phase_b_batch_digest,phase_b_sampler_digest,probe_train_digest,probe_eval_digest,reconstruction_passed
191,independent_carry,6815694a97569236f3d2962d40cdb6c7702f3e9fad4a9a924a1490fd8815a6e9,71161cdcd848331f0d9adf0d11e21a335dc2c51b159f73aac87964a2c8c79b86,3f9bc9e248dc6a032551c6f6ba35dee4462ffdb8f3e66689050eb3c6803f7d10,82d419ae97475f158dd8da00fc8f0a05cdf48ada96a4deb78b45edf4e1567ed5,True
193,sham,d60b48314ecc0a45172914cff487d83c34c1a3d0354c86659a0aae09bbbd0b0a,5a9de6e8197b371e214db785843e9ab55c817d3b5ba380d4c5070fc9cf7f0071,004255c2b8aa2f6d08af83f764faf7f01c3443b4f70f5d1725a59734173aa9d7,656f84c3b783821ec757181f85a410f74cc9f3f1bfbafd5a56179c67eed90bf5,True
193,independent_carry,d60b48314ecc0a45172914cff487d83c34c1a3d0354c86659a0aae09bbbd0b0a,5a9de6e8197b371e214db785843e9ab55c817d3b5ba380d4c5070fc9cf7f0071,004255c2b8aa2f6d08af83f764faf7f01c3443b4f70f5d1725a59734173aa9d7,656f84c3b783821ec757181f85a410f74cc9f3f1bfbafd5a56179c67eed90bf5,True
193,independent_reset,d60b48314ecc0a45172914cff487d83c34c1a3d0354c86659a0aae09bbbd0b0a,5a9de6e8197b371e214db785843e9ab55c817d3b5ba380d4c5070fc9cf7f0071,004255c2b8aa2f6d08af83f764faf7f01c3443b4f70f5d1725a59734173aa9d7,656f84c3b783821ec757181f85a410f74cc9f3f1bfbafd5a56179c67eed90bf5,True
193,scratch,d60b48314ecc0a45172914cff487d83c34c1a3d0354c86659a0aae09bbbd0b0a,5a9de6e8197b371e214db785843e9ab55c817d3b5ba380d4c5070fc9cf7f0071,004255c2b8aa2f6d08af83f764faf7f01c3443b4f70f5d1725a59734173aa9d7,656f84c3b783821ec757181f85a410f74cc9f3f1bfbafd5a56179c67eed90bf5,True
193,nested_reset,d60b48314ecc0a45172914cff487d83c34c1a3d0354c86659a0aae09bbbd0b0a,5a9de6e8197b371e214db785843e9ab55c817d3b5ba380d4c5070fc9cf7f0071,004255c2b8aa2f6d08af83f764faf7f01c3443b4f70f5d1725a59734173aa9d7,656f84c3b783821ec757181f85a410f74cc9f3f1bfbafd5a56179c67eed90bf5,True
193,nested_carry,d60b48314ecc0a45172914cff487d83c34c1a3d0354c86659a0aae09bbbd0b0a,5a9de6e8197b371e214db785843e9ab55c817d3b5ba380d4c5070fc9cf7f0071,004255c2b8aa2f6d08af83f764faf7f01c3443b4f70f5d1725a59734173aa9d7,656f84c3b783821ec757181f85a410f74cc9f3f1bfbafd5a56179c67eed90bf5,True
197,independent_reset,9cbb1d0dd3f6588881084f9eae9cc78472676c45e23d35e7c3bf5e0510cfa7ee,d7449a80463120648d277f07bf76ca73df997cfc69458490480cb98a2f0b993e,c1eccd57dfa0b12e8ca8c18c1a98fd6d010e06946e5cc92d1f610664c569ad37,79446a9fb3bcd1a2fd2ac99b82311932edecc31c355fb2e149d4265be3d4a7b9,True
197,nested_carry,9cbb1d0dd3f6588881084f9eae9cc78472676c45e23d35e7c3bf5e0510cfa7ee,d7449a80463120648d277f07bf76ca73df997cfc69458490480cb98a2f0b993e,c1eccd57dfa0b12e8ca8c18c1a98fd6d010e06946e5cc92d1f610664c569ad37,79446a9fb3bcd1a2fd2ac99b82311932edecc31c355fb2e149d4265be3d4a7b9,True
197,scratch,9cbb1d0dd3f6588881084f9eae9cc78472676c45e23d35e7c3bf5e0510cfa7ee,d7449a80463120648d277f07bf76ca73df997cfc69458490480cb98a2f0b993e,c1eccd57dfa0b12e8ca8c18c1a98fd6d010e06946e5cc92d1f610664c569ad37,79446a9fb3bcd1a2fd2ac99b82311932edecc31c355fb2e149d4265be3d4a7b9,True
197,nested_reset,9cbb1d0dd3f6588881084f9eae9cc78472676c45e23d35e7c3bf5e0510cfa7ee,d7449a80463120648d277f07bf76ca73df997cfc69458490480cb98a2f0b993e,c1eccd57dfa0b12e8ca8c18c1a98fd6d010e06946e5cc92d1f610664c569ad37,79446a9fb3bcd1a2fd2ac99b82311932edecc31c355fb2e149d4265be3d4a7b9,True
197,sham,9cbb1d0dd3f6588881084f9eae9cc78472676c45e23d35e7c3bf5e0510cfa7ee,d7449a80463120648d277f07bf76ca73df997cfc69458490480cb98a2f0b993e,c1eccd57dfa0b12e8ca8c18c1a98fd6d010e06946e5cc92d1f610664c569ad37,79446a9fb3bcd1a2fd2ac99b82311932edecc31c355fb2e149d4265be3d4a7b9,True
197,independent_carry,9cbb1d0dd3f6588881084f9eae9cc78472676c45e23d35e7c3bf5e0510cfa7ee,d7449a80463120648d277f07bf76ca73df997cfc69458490480cb98a2f0b993e,c1eccd57dfa0b12e8ca8c18c1a98fd6d010e06946e5cc92d1f610664c569ad37,79446a9fb3bcd1a2fd2ac99b82311932edecc31c355fb2e149d4265be3d4a7b9,True
199,independent_carry,6411253658db648bfc266161db7922a4690792020f0ef79e30a113f7b5ea7180,c2951ddb42465e5b85e16a56f387448baf08846ba8e5ddcc581237fc404a4874,64be711f44ed752cf368ae05ec4e7579753dfaf7e67458b7e05164f6674c8b80,ff981d35d6ccc6e45025eb292d346a723d15a85149c7688a0ed90e5054880c77,True
199,independent_reset,6411253658db648bfc266161db7922a4690792020f0ef79e30a113f7b5ea7180,c2951ddb42465e5b85e16a56f387448baf08846ba8e5ddcc581237fc404a4874,64be711f44ed752cf368ae05ec4e7579753dfaf7e67458b7e05164f6674c8b80,ff981d35d6ccc6e45025eb292d346a723d15a85149c7688a0ed90e5054880c77,True
199,nested_reset,6411253658db648bfc266161db7922a4690792020f0ef79e30a113f7b5ea7180,c2951ddb42465e5b85e16a56f387448baf08846ba8e5ddcc581237fc404a4874,64be711f44ed752cf368ae05ec4e7579753dfaf7e67458b7e05164f6674c8b80,ff981d35d6ccc6e45025eb292d346a723d15a85149c7688a0ed90e5054880c77,True
199,nested_carry,6411253658db648bfc266161db7922a4690792020f0ef79e30a113f7b5ea7180,c2951ddb42465e5b85e16a56f387448baf08846ba8e5ddcc581237fc404a4874,64be711f44ed752cf368ae05ec4e7579753dfaf7e67458b7e05164f6674c8b80,ff981d35d6ccc6e45025eb292d346a723d15a85149c7688a0ed90e5054880c77,True
199,scratch,6411253658db648bfc266161db7922a4690792020f0ef79e30a113f7b5ea7180,c2951ddb42465e5b85e16a56f387448baf08846ba8e5ddcc581237fc404a4874,64be711f44ed752cf368ae05ec4e7579753dfaf7e67458b7e05164f6674c8b80,ff981d35d6ccc6e45025eb292d346a723d15a85149c7688a0ed90e5054880c77,True
199,sham,6411253658db648bfc266161db7922a4690792020f0ef79e30a113f7b5ea7180,c2951ddb42465e5b85e16a56f387448baf08846ba8e5ddcc581237fc404a4874,64be711f44ed752cf368ae05ec4e7579753dfaf7e67458b7e05164f6674c8b80,ff981d35d6ccc6e45025eb292d346a723d15a85149c7688a0ed90e5054880c77,True
211,independent_carry,0e90f782799f598576542a7e5a6f285117c39def91234833103bb021375b79fa,33bf2b88641ab38f76fbc25517ec631487b845d2e40142dbe6a0163c26340232,0ddea17581586806f553f10110fa5dc7ffe12b8f28c1eaeee01a9c787afbd024,30c4009b4d03a19285cf3878b08a154cccd058b77c3fb86898c7a43ce8f69c06,True
211,sham,0e90f782799f598576542a7e5a6f285117c39def91234833103bb021375b79fa,33bf2b88641ab38f76fbc25517ec631487b845d2e40142dbe6a0163c26340232,0ddea17581586806f553f10110fa5dc7ffe12b8f28c1eaeee01a9c787afbd024,30c4009b4d03a19285cf3878b08a154cccd058b77c3fb86898c7a43ce8f69c06,True
211,scratch,0e90f782799f598576542a7e5a6f285117c39def91234833103bb021375b79fa,33bf2b88641ab38f76fbc25517ec631487b845d2e40142dbe6a0163c26340232,0ddea17581586806f553f10110fa5dc7ffe12b8f28c1eaeee01a9c787afbd024,30c4009b4d03a19285cf3878b08a154cccd058b77c3fb86898c7a43ce8f69c06,True
211,nested_reset,0e90f782799f598576542a7e5a6f285117c39def91234833103bb021375b79fa,33bf2b88641ab38f76fbc25517ec631487b845d2e40142dbe6a0163c26340232,0ddea17581586806f553f10110fa5dc7ffe12b8f28c1eaeee01a9c787afbd024,30c4009b4d03a19285cf3878b08a154cccd058b77c3fb86898c7a43ce8f69c06,True
211,nested_carry,0e90f782799f598576542a7e5a6f285117c39def91234833103bb021375b79fa,33bf2b88641ab38f76fbc25517ec631487b845d2e40142dbe6a0163c26340232,0ddea17581586806f553f10110fa5dc7ffe12b8f28c1eaeee01a9c787afbd024,30c4009b4d03a19285cf3878b08a154cccd058b77c3fb86898c7a43ce8f69c06,True
211,independent_reset,0e90f782799f598576542a7e5a6f285117c39def91234833103bb021375b79fa,33bf2b88641ab38f76fbc25517ec631487b845d2e40142dbe6a0163c26340232,0ddea17581586806f553f10110fa5dc7ffe12b8f28c1eaeee01a9c787afbd024,30c4009b4d03a19285cf3878b08a154cccd058b77c3fb86898c7a43ce8f69c06,True
223,scratch,ee1bb68ccdb0483982c9709f824c846f77e0b15016c9a1b9094aa8f3f9767fb4,5f3e44e5e3d19dffa07697894caa9f6a204eccaa0df314e16fafcb839dc59d0b,09b07a6db3a0927e330031ea683e214b0aa4f352b22eb3300b18580be93dc502,8ff3354b835480aa4b8c41a1f130497140a60a02feea5acb60c571e34c68b761,True
223,nested_carry,ee1bb68ccdb0483982c9709f824c846f77e0b15016c9a1b9094aa8f3f9767fb4,5f3e44e5e3d19dffa07697894caa9f6a204eccaa0df314e16fafcb839dc59d0b,09b07a6db3a0927e330031ea683e214b0aa4f352b22eb3300b18580be93dc502,8ff3354b835480aa4b8c41a1f130497140a60a02feea5acb60c571e34c68b761,True
223,independent_reset,ee1bb68ccdb0483982c9709f824c846f77e0b15016c9a1b9094aa8f3f9767fb4,5f3e44e5e3d19dffa07697894caa9f6a204eccaa0df314e16fafcb839dc59d0b,09b07a6db3a0927e330031ea683e214b0aa4f352b22eb3300b18580be93dc502,8ff3354b835480aa4b8c41a1f130497140a60a02feea5acb60c571e34c68b761,True
223,nested_reset,ee1bb68ccdb0483982c9709f824c846f77e0b15016c9a1b9094aa8f3f9767fb4,5f3e44e5e3d19dffa07697894caa9f6a204eccaa0df314e16fafcb839dc59d0b,09b07a6db3a0927e330031ea683e214b0aa4f352b22eb3300b18580be93dc502,8ff3354b835480aa4b8c41a1f130497140a60a02feea5acb60c571e34c68b761,True
223,sham,ee1bb68ccdb0483982c9709f824c846f77e0b15016c9a1b9094aa8f3f9767fb4,5f3e44e5e3d19dffa07697894caa9f6a204eccaa0df314e16fafcb839dc59d0b,09b07a6db3a0927e330031ea683e214b0aa4f352b22eb3300b18580be93dc502,8ff3354b835480aa4b8c41a1f130497140a60a02feea5acb60c571e34c68b761,True
223,independent_carry,ee1bb68ccdb0483982c9709f824c846f77e0b15016c9a1b9094aa8f3f9767fb4,5f3e44e5e3d19dffa07697894caa9f6a204eccaa0df314e16fafcb839dc59d0b,09b07a6db3a0927e330031ea683e214b0aa4f352b22eb3300b18580be93dc502,8ff3354b835480aa4b8c41a1f130497140a60a02feea5acb60c571e34c68b761,True
227,nested_carry,2be4818da165f1f596e0a6f758c79d80f9501a0b5a1b47e4bd0d1a461c7473a1,8c6d14dda40ed41925f3a14e4c97335f0aefba1dcdbdb95588f1bd82fd547226,4d331da2cd09a055fcfa3cceb9197b42aa27dcdaad7b3f25726b8ea4935ca351,5ce6b607705fac8a73a087e65a055c36db8db7a17aecdd1f00bc2b1d68129ad3,True
227,sham,2be4818da165f1f596e0a6f758c79d80f9501a0b5a1b47e4bd0d1a461c7473a1,8c6d14dda40ed41925f3a14e4c97335f0aefba1dcdbdb95588f1bd82fd547226,4d331da2cd09a055fcfa3cceb9197b42aa27dcdaad7b3f25726b8ea4935ca351,5ce6b607705fac8a73a087e65a055c36db8db7a17aecdd1f00bc2b1d68129ad3,True
227,independent_carry,2be4818da165f1f596e0a6f758c79d80f9501a0b5a1b47e4bd0d1a461c7473a1,8c6d14dda40ed41925f3a14e4c97335f0aefba1dcdbdb95588f1bd82fd547226,4d331da2cd09a055fcfa3cceb9197b42aa27dcdaad7b3f25726b8ea4935ca351,5ce6b607705fac8a73a087e65a055c36db8db7a17aecdd1f00bc2b1d68129ad3,True
227,independent_reset,2be4818da165f1f596e0a6f758c79d80f9501a0b5a1b47e4bd0d1a461c7473a1,8c6d14dda40ed41925f3a14e4c97335f0aefba1dcdbdb95588f1bd82fd547226,4d331da2cd09a055fcfa3cceb9197b42aa27dcdaad7b3f25726b8ea4935ca351,5ce6b607705fac8a73a087e65a055c36db8db7a17aecdd1f00bc2b1d68129ad3,True
227,scratch,2be4818da165f1f596e0a6f758c79d80f9501a0b5a1b47e4bd0d1a461c7473a1,8c6d14dda40ed41925f3a14e4c97335f0aefba1dcdbdb95588f1bd82fd547226,4d331da2cd09a055fcfa3cceb9197b42aa27dcdaad7b3f25726b8ea4935ca351,5ce6b607705fac8a73a087e65a055c36db8db7a17aecdd1f00bc2b1d68129ad3,True
227,nested_reset,2be4818da165f1f596e0a6f758c79d80f9501a0b5a1b47e4bd0d1a461c7473a1,8c6d14dda40ed41925f3a14e4c97335f0aefba1dcdbdb95588f1bd82fd547226,4d331da2cd09a055fcfa3cceb9197b42aa27dcdaad7b3f25726b8ea4935ca351,5ce6b607705fac8a73a087e65a055c36db8db7a17aecdd1f00bc2b1d68129ad3,True
229,nested_carry,8e7cc1b28b3008d8dc14c5c2d7df894fd8df2829b552fc17c31c07ec2aae7281,c45c73e54776b8b90f59312f95323dafffe3c4fd8cf86c0646562e433800ca21,7ecddcb25a87511d5021350170d07a9d215ee33bd150b5c7227969e71970c879,9dea8e05e8a6b9bf62bd77b182eed4d009a288ff41843dd14dfabb3c88be132c,True
229,sham,8e7cc1b28b3008d8dc14c5c2d7df894fd8df2829b552fc17c31c07ec2aae7281,c45c73e54776b8b90f59312f95323dafffe3c4fd8cf86c0646562e433800ca21,7ecddcb25a87511d5021350170d07a9d215ee33bd150b5c7227969e71970c879,9dea8e05e8a6b9bf62bd77b182eed4d009a288ff41843dd14dfabb3c88be132c,True
229,independent_carry,8e7cc1b28b3008d8dc14c5c2d7df894fd8df2829b552fc17c31c07ec2aae7281,c45c73e54776b8b90f59312f95323dafffe3c4fd8cf86c0646562e433800ca21,7ecddcb25a87511d5021350170d07a9d215ee33bd150b5c7227969e71970c879,9dea8e05e8a6b9bf62bd77b182eed4d009a288ff41843dd14dfabb3c88be132c,True
229,scratch,8e7cc1b28b3008d8dc14c5c2d7df894fd8df2829b552fc17c31c07ec2aae7281,c45c73e54776b8b90f59312f95323dafffe3c4fd8cf86c0646562e433800ca21,7ecddcb25a87511d5021350170d07a9d215ee33bd150b5c7227969e71970c879,9dea8e05e8a6b9bf62bd77b182eed4d009a288ff41843dd14dfabb3c88be132c,True
229,independent_reset,8e7cc1b28b3008d8dc14c5c2d7df894fd8df2829b552fc17c31c07ec2aae7281,c45c73e54776b8b90f59312f95323dafffe3c4fd8cf86c0646562e433800ca21,7ecddcb25a87511d5021350170d07a9d215ee33bd150b5c7227969e71970c879,9dea8e05e8a6b9bf62bd77b182eed4d009a288ff41843dd14dfabb3c88be132c,True
229,nested_reset,8e7cc1b28b3008d8dc14c5c2d7df894fd8df2829b552fc17c31c07ec2aae7281,c45c73e54776b8b90f59312f95323dafffe3c4fd8cf86c0646562e433800ca21,7ecddcb25a87511d5021350170d07a9d215ee33bd150b5c7227969e71970c879,9dea8e05e8a6b9bf62bd77b182eed4d009a288ff41843dd14dfabb3c88be132c,True
