seed,schedule,phase,block_position,requested_goal,local_offset,truth_table_class,raw_hard_signature,majority_agreement,tuple_consistency,pure_goal
613,p_y_q,component_1_P,1,P,17,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,2,raw_codeword_specific_composite,1100110011000100110011010000000011111111111111111111111111001110,0.640625,0.765625,
613,p_y_q,component_1_P,1,P,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,24,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,3,raw_codeword_specific_composite,1100010011000000110001000000000011111111111111111111111111001111,0.6875,0.84375,
613,p_y_q,component_1_P,1,P,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,4,raw_codeword_specific_composite,0100000001000000000000000000000011111111111111111111111111111111,0.71875,0.96875,P
613,p_y_q,component_1_P,1,P,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,5,raw_codeword_specific_composite,0100000001000000000000000000000011111111111111111111111111111111,0.71875,0.96875,P
613,p_y_q,component_1_P,1,P,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,7,raw_codeword_specific_composite,0100000001000000000000000000000011111111111111111111111111111111,0.71875,0.96875,P
613,p_y_q,component_1_P,1,P,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_1_P,1,P,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,0,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,1,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_2_Y,2,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_2_Y,2,Y,13,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_2_Y,2,Y,17,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,2,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_2_Y,2,Y,24,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_2_Y,2,Y,3,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,33,raw_codeword_specific_composite,0100010011100000111101001110001001001101111111001111011011111110,0.546875,0.734375,
613,p_y_q,component_2_Y,2,Y,4,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,45,raw_codeword_specific_composite,0000111011110000111101111111111100000100111100000111000001001100,0.515625,0.765625,
613,p_y_q,component_2_Y,2,Y,5,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,62,raw_codeword_specific_composite,0000111111110000111100111011111100001111111100001111000000001110,0.65625,0.90625,Y
613,p_y_q,component_2_Y,2,Y,7,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_2_Y,2,Y,85,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_2_Y,2,Y,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,p_y_q,component_3_Q,3,Q,0,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,1,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,13,raw_codeword_specific_composite,0001111111111001111100000001111100001111111100001111000000001111,0.6875,0.9375,Y
613,p_y_q,component_3_Q,3,Q,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,17,raw_codeword_specific_composite,0000111111111001111100000001111100001111111100001001000000001111,0.671875,0.921875,Y
613,p_y_q,component_3_Q,3,Q,2,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,24,raw_codeword_specific_composite,0001111111111001111110011001111100001001100100001111000000001001,0.546875,0.953125,
613,p_y_q,component_3_Q,3,Q,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,3,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,33,other_candidate_tuple_consistent,1001111111111001111110011001111100001001100100001001000000001001,0.5,1.0,
613,p_y_q,component_3_Q,3,Q,4,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,45,raw_codeword_specific_composite,1001101110011001110110011001100100011001100110011001100010011001,0.6875,0.9375,Q
613,p_y_q,component_3_Q,3,Q,5,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,7,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,p_y_q,component_3_Q,3,Q,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,component_3_Q,3,Q,9,raw_codeword_specific_composite,0001111111110001111100000000111100001111111100001111000000001111,0.71875,0.96875,Y
613,p_y_q,washout,4,,0,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,1,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,13,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,17,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,2,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,24,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,3,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,33,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,4,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,45,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,5,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,7,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,p_y_q,washout,4,,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,0,raw_codeword_specific_composite,1111111111001110111111111000111011011111110011001010111110001100,0.484375,0.703125,
613,q_p_y,component_1_Q,1,Q,1,raw_codeword_specific_composite,1111110111001100111111111000100011001101100011001000110100001000,0.46875,0.65625,
613,q_p_y,component_1_Q,1,Q,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,13,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,17,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,2,raw_codeword_specific_composite,1101110110000000110111111000100010001101100010001000100000001000,0.578125,0.734375,
613,q_p_y,component_1_Q,1,Q,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,24,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,3,raw_codeword_specific_composite,1101100110000000110111011000000110001001100000001000100000000000,0.5625,0.78125,
613,q_p_y,component_1_Q,1,Q,33,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,4,raw_codeword_specific_composite,1101100110000000100110011000000110001001100000001000100110000000,0.625,0.78125,
613,q_p_y,component_1_Q,1,Q,45,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,5,raw_codeword_specific_composite,1101100110000001100110011000000110001001100000011000100110001001,0.65625,0.84375,
613,q_p_y,component_1_Q,1,Q,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,7,raw_codeword_specific_composite,1101100110011001100110011001100110011001100010011001100110001001,0.703125,0.953125,Q
613,q_p_y,component_1_Q,1,Q,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_1_Q,1,Q,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,0,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,1,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,117,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,128,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,13,raw_codeword_specific_composite,1001100110011001100010011001100110011001100110011001100110011001,0.734375,0.984375,Q
613,q_p_y,component_2_P,2,P,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,17,raw_codeword_specific_composite,1000100010001000100010001000100010011001100110011001100110011001,0.75,0.875,
613,q_p_y,component_2_P,2,P,2,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,24,raw_codeword_specific_composite,1000000000000000100010001000000011111111111110111111111111111111,0.734375,0.921875,P
613,q_p_y,component_2_P,2,P,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,3,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,4,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,5,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,7,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_2_P,2,P,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_2_P,2,P,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_p_y,component_3_Y,3,Y,0,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,1,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,component_3_Y,3,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,component_3_Y,3,Y,13,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,component_3_Y,3,Y,17,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,2,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,component_3_Y,3,Y,24,raw_codeword_specific_composite,0000000000000000000000000000000011111111110111111111111111111111,0.734375,0.984375,P
613,q_p_y,component_3_Y,3,Y,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,component_3_Y,3,Y,3,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,33,raw_codeword_specific_composite,0000000000000000010000000100000001010111110100001111111111101111,0.671875,0.828125,
613,q_p_y,component_3_Y,3,Y,4,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,45,raw_codeword_specific_composite,0000001101110000011000100100011000000001011100101110001001101110,0.484375,0.765625,
613,q_p_y,component_3_Y,3,Y,5,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,62,raw_codeword_specific_composite,0110011111110000111100000000111101001111111100101110000001001111,0.640625,0.890625,
613,q_p_y,component_3_Y,3,Y,7,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,component_3_Y,3,Y,85,raw_codeword_specific_composite,0000011111110000111100000000111100001111111100001110000000001111,0.71875,0.96875,Y
613,q_p_y,component_3_Y,3,Y,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_p_y,washout,4,,0,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,1,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,13,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,17,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,2,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,24,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,3,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,33,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,4,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,45,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,5,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,62,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,7,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,85,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_p_y,washout,4,,9,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_1_Q,1,Q,0,raw_codeword_specific_composite,1111111111001110111111111000111011011111110011001010111110001100,0.484375,0.703125,
613,q_y_p,component_1_Q,1,Q,1,raw_codeword_specific_composite,1111110111001100111111111000100011001101100011001000110100001000,0.46875,0.65625,
613,q_y_p,component_1_Q,1,Q,117,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,128,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,13,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,161,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,17,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,2,raw_codeword_specific_composite,1101110110000000110111111000100010001101100010001000100000001000,0.578125,0.734375,
613,q_y_p,component_1_Q,1,Q,222,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,24,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,256,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,3,raw_codeword_specific_composite,1101100110000000110111011000000110001001100000001000100000000000,0.5625,0.78125,
613,q_y_p,component_1_Q,1,Q,33,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,4,raw_codeword_specific_composite,1101100110000000100110011000000110001001100000001000100110000000,0.625,0.78125,
613,q_y_p,component_1_Q,1,Q,45,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,5,raw_codeword_specific_composite,1101100110000001100110011000000110001001100000011000100110001001,0.65625,0.84375,
613,q_y_p,component_1_Q,1,Q,62,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,7,raw_codeword_specific_composite,1101100110011001100110011001100110011001100010011001100110001001,0.703125,0.953125,Q
613,q_y_p,component_1_Q,1,Q,85,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_1_Q,1,Q,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,0,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,1,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_2_Y,2,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_2_Y,2,Y,13,raw_codeword_specific_composite,1001100110011001100110011001100110001000100010001000100010001000,0.625,0.875,
613,q_y_p,component_2_Y,2,Y,161,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_2_Y,2,Y,17,raw_codeword_specific_composite,1001100110011001100110011001100110001000100010001000100010001000,0.625,0.875,
613,q_y_p,component_2_Y,2,Y,2,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,222,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_2_Y,2,Y,24,raw_codeword_specific_composite,1111111111111101111111011001110110001000100010001000100010001000,0.453125,0.796875,
613,q_y_p,component_2_Y,2,Y,256,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_2_Y,2,Y,3,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,33,raw_codeword_specific_composite,1001100110011001100110011001100110001001100100011001000100000001,0.65625,0.9375,Q
613,q_y_p,component_2_Y,2,Y,4,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,45,raw_codeword_specific_composite,1000100110111000111110011000100010001001101100011001000100000001,0.65625,0.8125,
613,q_y_p,component_2_Y,2,Y,5,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,62,raw_codeword_specific_composite,1000101011111000111110001000111000001001111100001111000000001001,0.609375,0.828125,
613,q_y_p,component_2_Y,2,Y,7,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_2_Y,2,Y,85,raw_codeword_specific_composite,0000111111110000111100000000111100001111111100001111000000001001,0.71875,0.96875,Y
613,q_y_p,component_2_Y,2,Y,9,Q,1001100110011001100110011001100110011001100110011001100110011001,0.75,1.0,Q
613,q_y_p,component_3_P,3,P,0,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,1,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,117,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,128,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,13,raw_codeword_specific_composite,0000111111100000111100000000111100001111111100001111000000001111,0.734375,0.984375,Y
613,q_y_p,component_3_P,3,P,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,17,raw_codeword_specific_composite,0000011001000000111000000000111000001111111100101111010001111111,0.625,0.875,
613,q_y_p,component_3_P,3,P,2,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,24,raw_codeword_specific_composite,0000010000000000010000000000011001111111111111111111111101111111,0.65625,0.90625,P
613,q_y_p,component_3_P,3,P,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,3,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,4,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,5,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,7,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,component_3_P,3,P,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,component_3_P,3,P,9,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,q_y_p,washout,4,,0,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,1,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,117,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,128,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,13,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,161,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,17,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,2,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,222,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,24,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,256,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,3,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,33,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,4,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,45,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,5,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,62,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,7,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,85,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,q_y_p,washout,4,,9,P,0000000000000000000000000000000011111111111111111111111111111111,0.75,1.0,P
613,y_p_q,component_1_Y,1,Y,0,raw_codeword_specific_composite,1111111111001110111111111000111011011111110011001010111110001100,0.484375,0.703125,
613,y_p_q,component_1_Y,1,Y,1,raw_codeword_specific_composite,1110111111000100111111111000110011001111100011001000110000001100,0.484375,0.640625,
613,y_p_q,component_1_Y,1,Y,117,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
613,y_p_q,component_1_Y,1,Y,128,Y,0000111111110000111100000000111100001111111100001111000000001111,0.75,1.0,Y
