inference_status,run_id,seed,cohort,q_only_error_count,step,examples_seen,cumulative_q_only_presentations,unique_q_only_rows_seen,seen_active_codewords,active_codeword_coverage,signature,tuple_consistency,codeword_consistency,nuisance_consistency,stable_gate,taxonomy,q_only_diagnostic_accuracy,common_iid_target_accuracy,q_only_factorial_accuracy,q_only_target_probability,q_only_seen_accuracy,q_only_seen_target_probability,q_only_unseen_accuracy,q_only_unseen_target_probability,seen_minus_unseen_probability,behavior_P,behavior_Q,behavior_Y,causal_P,causal_Q,causal_Y,probe_P,probe_Q,probe_Y,tuple_-+-_positive_rate,tuple_-+-_target_probability,tuple_+-+_positive_rate,tuple_+-+_target_probability,first_q_only_presentation_step,all_unique_q_only_seen_step,design_panel,pure_Y,pure_Q,pure_P
adaptive_exploratory_posthoc_paired_support_intervention,f74b170f09f94daa89a9,67,original,4,8192,2048000,819,4,4,0.0625,113,0.961669921875,0.96484375,0.992919921875,1,stable gate 113,0.1408,0.9995,0.1494140625,0.151794343919322,0.265625,0.2751086259723279,0.14166666666666666,0.14357339178245496,0.13153523418987292,0.288330078125,0.713623046875,0.786376953125,0.28759765625,0.71441650390625,0.785302734375,0.995849609375,0.989013671875,0.9921875,0.814453125,0.18774009602982933,0.11328125,0.11584859180881468,10,37,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,4b6892207b729758b33f,67,original,6,8192,2048000,1229,6,6,0.09375,117,0.878173828125,0.87109375,0.968017578125,0,raw-codeword patch,0.5029,1.0,0.513671875,0.5140030869464591,0.8645833333333334,0.8389727584944452,0.47737068965517243,0.4803855347173571,0.35858722377708807,0.378662109375,0.621826171875,0.878173828125,0.379150390625,0.6219482421875,0.87861328125,0.98583984375,0.989990234375,1.0,0.5,0.5062512626824708,0.52734375,0.5217549112104474,10,37,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,0b8d736c9acf2ce6ebd9,67,original,8,8192,2048000,1639,8,8,0.125,113,0.97265625,0.98046875,0.9873046875,1,stable gate 113,0.0999,0.99975,0.1025390625,0.10688421980849663,0.265625,0.2795693685873725,0.07924107142857142,0.08221491284008578,0.19735445574728674,0.27734375,0.72607421875,0.77392578125,0.279052734375,0.72467041015625,0.7734130859375,0.997314453125,0.9921875,0.927734375,0.896484375,0.10888217267453193,0.1015625,0.10488626694246132,6,37,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,38deaeb7792ed3fc9ca7,67,original,10,8192,2048000,2049,10,10,0.15625,113,0.9228515625,0.921875,0.982421875,1,stable gate 113,0.2917,0.9995,0.3046875,0.30395312833588495,0.575,0.5685098830284019,0.25462962962962965,0.2549611367261596,0.3135487463022423,0.3271484375,0.6748046875,0.8251953125,0.327392578125,0.67572021484375,0.82529296875,0.98046875,0.954833984375,0.9814453125,0.7421875,0.2597442229537553,0.3515625,0.3481620337180146,6,37,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,2d7dfa5915e07d758e1b,67,original,50,8192,2048000,10241,50,32,0.5,85,0.9833984375,0.984375,0.9951171875,0,pure Y,0.9644,0.998,0.962890625,0.9545072954986928,0.998046875,0.985586360209386,0.927734375,0.9234282307879997,0.06215812942138621,0.498046875,0.5166015625,0.9833984375,0.498046875,0.5166015625,0.98291015625,0.946044921875,0.955078125,0.9990234375,0.044921875,0.9423996379269249,0.970703125,0.9666149530704606,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ddf382ddc9389c962ea0,67,original,100,8192,2048000,20479,100,45,0.703125,85,0.987060546875,0.98828125,0.995361328125,0,pure Y,0.9746,0.999,0.974609375,0.9725272558486011,0.9916666666666667,0.9904997811671322,0.9342105263157895,0.9299607485152378,0.06053903265189442,0.500244140625,0.512939453125,0.987060546875,0.4993896484375,0.51220703125,0.9875732421875,0.895263671875,0.936767578125,0.999267578125,0.041015625,0.9591459881590615,0.990234375,0.9859085235381406,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,98b05574ae6a634f4311,67,original,250,8192,2048000,51207,250,62,0.96875,85,0.98291015625,0.984375,0.9921875,0,pure Y,0.9775,0.998,0.98046875,0.9776550149394314,0.9808467741935484,0.9786135846406839,0.96875,0.9479393542006065,0.030674230440077443,0.50732421875,0.51708984375,0.98291015625,0.50634765625,0.51812744140625,0.9832275390625,0.952880859375,0.918212890625,0.998779296875,0.03515625,0.9641392130633264,0.99609375,0.9911708168155365,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,b6a565012b2869192795,67,original,450,8192,2048000,92169,450,63,0.984375,85,0.93212890625,0.94921875,0.955078125,0,pure Y,0.9803,0.9855,0.982421875,0.9782058228020631,0.9821428571428571,0.9783699733426819,1.0,0.9678643387430708,0.01050563459961118,0.55908203125,0.56787109375,0.93212890625,0.5576171875,0.5672607421875,0.9315673828125,0.96923828125,0.900146484375,0.998779296875,0.0078125,0.988020735109617,0.97265625,0.9683909104945091,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,80a6d28e63e0c4de8043,71,original,0,8192,2048000,0,0,0,0.0,113,0.9580078125,0.95703125,0.9873046875,1,stable gate 113,0.1698,1.0,0.1669921875,0.17302672143216632,,,0.1669921875,0.17302672143216632,,0.2919921875,0.70849609375,0.79150390625,0.29345703125,0.7083740234375,0.7918701171875,0.99560546875,0.9970703125,0.998046875,0.87109375,0.13193861544513896,0.205078125,0.21411482741919374,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,3b2d8ff3d281df1a5f82,71,original,2,8192,2048000,410,2,2,0.03125,113,0.916748046875,0.921875,0.986572265625,1,stable gate 113,0.3315,1.0,0.3330078125,0.33945811742710563,0.71875,0.7161916988083372,0.32056451612903225,0.3273054212535175,0.3888862775548197,0.333251953125,0.666748046875,0.833251953125,0.333251953125,0.66717529296875,0.83359375,0.9931640625,0.998046875,0.99951171875,0.70703125,0.302918951508781,0.373046875,0.37599728334543026,3,29,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,2b70a554f640c2ad98a5,71,original,4,8192,2048000,819,4,4,0.0625,85,0.94189453125,0.94921875,0.9794921875,0,pure Y,0.7615,1.0,0.767578125,0.7482730758247751,0.875,0.8448670340760422,0.7604166666666666,0.741833478608024,0.10303355546801829,0.44189453125,0.55810546875,0.94189453125,0.44287109375,0.55731201171875,0.9412353515625,0.990966796875,0.998779296875,1.0,0.283203125,0.7035985448635245,0.818359375,0.7929476067860256,3,29,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,5d3fb50c0d37e3a67d7d,71,original,6,8192,2048000,1229,6,6,0.09375,85,0.9365234375,0.9453125,0.98046875,0,pure Y,0.74,1.0,0.74609375,0.7364792646850616,0.9583333333333334,0.9377196446175976,0.7241379310344828,0.7156612943472132,0.22205835027038445,0.4365234375,0.5634765625,0.9365234375,0.4365234375,0.5633544921875,0.9360595703125,0.9873046875,0.991943359375,1.0,0.271484375,0.7217911417517487,0.763671875,0.7511673876183746,3,29,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,54fb057a2d552742f8b7,71,original,8,8192,2048000,1638,8,8,0.125,85,0.9833984375,0.98828125,0.99072265625,0,pure Y,0.9325,1.0,0.93359375,0.9006127452882506,1.0,0.996989873940521,0.9241071428571429,0.886844584052212,0.11014528988830896,0.4833984375,0.5166015625,0.9833984375,0.4822998046875,0.51611328125,0.983447265625,0.993408203125,0.9931640625,1.0,0.06640625,0.8968665415379531,0.93359375,0.9043589490385482,3,40,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,53b393df2b5ff865fe15,71,original,10,8192,2048000,2048,10,10,0.15625,85,0.97802734375,0.984375,0.98828125,0,pure Y,0.9122,1.0,0.912109375,0.8906605864904702,1.0,0.9967688327204247,0.8958333333333334,0.8710109112627009,0.1257579214577238,0.47802734375,0.52197265625,0.97802734375,0.477783203125,0.52178955078125,0.9778076171875,0.991455078125,0.994873046875,1.0,0.107421875,0.8700318392404336,0.931640625,0.9112893337405069,3,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6c4067071022a89d779c,71,original,50,8192,2048000,10239,50,38,0.59375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9996785595684694,1.0,0.9997724150703391,1.0,0.9995413861426599,0.00023102892767923322,0.5,0.5,1.0,0.5,0.5,1.0,0.971435546875,0.98193359375,1.0,0.0,0.9998392656567494,1.0,0.9995178534801894,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,f2321b94553643748448,71,original,100,8192,2048000,20481,100,52,0.8125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9998758274272278,1.0,0.9998743118102369,1.0,0.9998823951008547,-8.083290617855177e-06,0.5,0.5,1.0,0.5,0.5,1.0,0.990478515625,0.9697265625,1.0,0.0,0.9999252296855734,1.0,0.9998264251688822,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,0acb9bc3f40853586152,71,original,250,8192,2048000,51196,250,63,0.984375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9998474019795054,1.0,0.9998456443852536,1.0,0.9999581304173639,-0.00011248603211033714,0.5,0.5,1.0,0.5,0.5,1.0,0.95751953125,0.901123046875,1.0,0.0,0.9998660103660287,1.0,0.9998287935929822,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,496cfa8915d53a313ac8,71,original,450,8192,2048000,92160,450,64,1.0,85,0.999267578125,1.0,0.999267578125,0,pure Y,1.0,1.0,1.0,0.9998127386893054,1.0,0.9998127386893054,,,,0.500732421875,0.500732421875,0.999267578125,0.5006103515625,0.50091552734375,0.9991455078125,0.97509765625,0.965576171875,1.0,0.0,0.9998637532125246,1.0,0.9997617241660861,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,e2877ac853981c94ff8f,83,original,0,8192,2048000,0,0,0,0.0,113,0.984375,0.98828125,0.994140625,1,stable gate 113,0.0565,0.99975,0.0615234375,0.07215828697950884,,,0.0615234375,0.07215828697950884,,0.265625,0.73486328125,0.76513671875,0.2645263671875,0.73486328125,0.764306640625,0.992431640625,0.99267578125,0.9990234375,0.9453125,0.06667797832187206,0.068359375,0.07763859563714567,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,7f35a8527be6fced6b1b,83,original,2,8192,2048000,410,2,2,0.03125,113,0.946533203125,0.94921875,0.987548828125,1,stable gate 113,0.2144,1.0,0.2138671875,0.2212007137115333,1.0,0.9359460119361471,0.18850806451612903,0.19814441376880385,0.7378015981673433,0.303466796875,0.696533203125,0.803466796875,0.3028564453125,0.6971435546875,0.8036376953125,0.998046875,0.991455078125,1.0,0.775390625,0.2284761127058279,0.203125,0.21392531471723863,10,26,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ea0f7501e264f4fb89c1,83,original,4,8192,2048000,820,4,4,0.0625,113,0.9130859375,0.91796875,0.9833984375,1,stable gate 113,0.3496,0.99975,0.3466796875,0.3521842285041439,0.9375,0.9261379939296142,0.3072916666666667,0.3139206441424458,0.6122173497871684,0.3369140625,0.66357421875,0.83642578125,0.3372802734375,0.662353515625,0.837353515625,0.989990234375,0.989013671875,0.99951171875,0.607421875,0.39629239686902884,0.30078125,0.30807606013925887,6,26,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,3366d87a5f4ee0e9cbaf,83,original,6,8192,2048000,1230,6,6,0.09375,85,0.878173828125,0.875,0.974853515625,0,raw-codeword patch,0.5288,0.9995,0.517578125,0.520312592476864,0.9479166666666666,0.9300835753253384,0.4730603448275862,0.47792249080288385,0.4521610845224545,0.380615234375,0.621826171875,0.878173828125,0.38037109375,0.62042236328125,0.8786376953125,0.991455078125,0.9912109375,1.0,0.4921875,0.5042696749294876,0.52734375,0.5363555100242403,6,26,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,91461a2fdb418abd6f0e,83,original,8,8192,2048000,1639,8,8,0.125,85,0.90869140625,0.91796875,0.9736328125,0,pure Y,0.6314,1.0,0.634765625,0.6272371314304912,0.96875,0.9604238859231824,0.5870535714285714,0.579639023645821,0.3807848622773614,0.40869140625,0.59130859375,0.90869140625,0.40673828125,0.59063720703125,0.9090576171875,0.99560546875,0.99462890625,1.0,0.326171875,0.6525798529044562,0.595703125,0.6018944099565262,6,34,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,824f082bec42e51e89ec,83,original,10,8192,2048000,2048,10,10,0.15625,85,0.9033203125,0.8984375,0.98095703125,0,pure Y,0.6089,1.0,0.6142578125,0.6131538407688533,0.9875,0.9717173145173126,0.5451388888888888,0.5467531974821014,0.4249641170352112,0.40380859375,0.5966796875,0.9033203125,0.4019775390625,0.596923828125,0.9029541015625,0.988525390625,0.98193359375,1.0,0.388671875,0.6040560203247626,0.6171875,0.6222516612129438,6,34,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,69153c69160a4da76406,83,original,50,8192,2048000,10237,50,37,0.578125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9996929364653764,1.0,0.9997955901008456,1.0,0.9995522629649187,0.00024332713592689625,0.5,0.5,1.0,0.5,0.5,1.0,0.9892578125,0.955322265625,1.0,0.0,0.9998067505956444,1.0,0.9995791223351085,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,4d95c8506bcc6f13c732,83,original,100,8192,2048000,20477,100,52,0.8125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9999380657377599,1.0,0.9999461958735616,1.0,0.9999028351492862,4.33607242753542e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.99365234375,0.9599609375,1.0,0.0,0.9999521938166015,1.0,0.9999239376589184,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,9e89e1ddfd839e94ab7c,83,original,250,8192,2048000,51198,250,61,0.953125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9999581015984823,1.0,0.9999586619186819,1.0,0.9999467084210933,1.1953497588534923e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.997314453125,0.944580078125,1.0,0.0,0.999962661344964,1.0,0.9999535418520006,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,348757676a4161319f85,83,original,450,8192,2048000,92165,450,64,1.0,85,0.996826171875,1.0,0.996826171875,0,pure Y,1.0,0.99975,1.0,0.9997533773892621,1.0,0.9997533773892621,,,,0.503173828125,0.503173828125,0.996826171875,0.5032958984375,0.5030517578125,0.9968017578125,0.98974609375,0.91943359375,1.0,0.0,0.9998057244868682,1.0,0.9997010302916558,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,c0fa2316601e80b23b63,97,original,0,8192,2048000,0,0,0,0.0,113,0.95947265625,0.96484375,0.98974609375,1,stable gate 113,0.1704,1.0,0.162109375,0.1705795953397376,,,0.162109375,0.1705795953397376,,0.29052734375,0.70947265625,0.79052734375,0.29150390625,0.7091064453125,0.7905029296875,0.978759765625,0.995361328125,0.994140625,0.775390625,0.23174411644942472,0.099609375,0.10941507423005048,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,94f045d637f0951e36a4,97,original,2,8192,2048000,410,2,2,0.03125,113,0.948974609375,0.953125,0.978759765625,1,stable gate 113,0.2079,1.0,0.2041015625,0.22522854589319208,0.84375,0.846655933915064,0.18346774193548387,0.205182501118293,0.641473432796771,0.301025390625,0.698974609375,0.801025390625,0.3023681640625,0.699951171875,0.802001953125,0.994873046875,0.990234375,0.997802734375,0.802734375,0.21908603177206465,0.2109375,0.2313710600143195,37,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,f2d2d285fb983d87c9c1,97,original,4,8192,2048000,820,4,4,0.0625,113,0.9775390625,0.98046875,0.99267578125,1,stable gate 113,0.0854,1.0,0.083984375,0.08835666922199216,0.296875,0.3509041300552749,0.06979166666666667,0.07085350516644,0.28005062488883486,0.2724609375,0.73046875,0.76953125,0.2718505859375,0.7303466796875,0.76953125,0.99853515625,0.982177734375,0.94140625,0.85546875,0.14533945394765757,0.0234375,0.031373884496326734,2,40,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,040986f1232312bdb1b4,97,original,6,8192,2048000,1230,6,6,0.09375,85,0.9609375,0.96484375,0.97998046875,0,pure Y,0.8562,1.0,0.84375,0.8215474372971499,0.9895833333333334,0.9721953420891231,0.8286637931034483,0.8059631712841872,0.1662321708049359,0.4609375,0.5390625,0.9609375,0.4610595703125,0.5377197265625,0.962646484375,0.981689453125,0.9794921875,1.0,0.091796875,0.8884179053866574,0.779296875,0.7546769692076423,2,40,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,c36a7986d92ba2da84fe,97,original,8,8192,2048000,1640,8,7,0.109375,85,0.942626953125,0.9453125,0.975830078125,0,pure Y,0.7852,1.0,0.7705078125,0.7542937477735776,0.9821428571428571,0.9556697225820303,0.7445175438596491,0.7295633649023642,0.22610635767966614,0.442626953125,0.557373046875,0.942626953125,0.4447021484375,0.55535888671875,0.9447509765625,0.97412109375,0.968994140625,1.0,0.2578125,0.7335819928198901,0.798828125,0.7750055027272651,2,40,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,61b0fe556f8a3c9114b2,97,original,10,8192,2048000,2049,10,9,0.140625,113,0.892578125,0.90234375,0.9755859375,0,"modal 113, unstable",0.4269,1.0,0.4267578125,0.43319678222563396,0.7847222222222222,0.7637787545992296,0.36818181818181817,0.37910155038268206,0.38467720421654755,0.357421875,0.64404296875,0.85595703125,0.3585205078125,0.64324951171875,0.8560546875,0.9794921875,0.988037109375,0.99853515625,0.52734375,0.4720159400941688,0.380859375,0.3943776243570992,2,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,a308945f6a2811d833b0,97,original,50,8192,2048000,10239,50,35,0.546875,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9995887230558316,1.0,0.9996526496447932,1.0,0.9995115702760501,0.00014107936874308002,0.5,0.5,1.0,0.5,0.5,1.0,0.9365234375,0.965576171875,1.0,0.0,0.9996842360100044,1.0,0.9994932101016586,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ae0b704c2f849e8023a8,97,original,100,8192,2048000,20482,100,52,0.8125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9990477178708583,1.0,0.9990277876427949,1.0,0.9991340821924668,-0.00010629454967192586,0.5,0.5,1.0,0.5,0.5,1.0,0.962646484375,0.91259765625,1.0,0.0,0.9986999545620275,1.0,0.9993954811796892,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,a7ae0423b26466565cd0,97,original,250,8192,2048000,51202,250,64,1.0,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.999796891457662,1.0,0.999796891457662,,,,0.5,0.5,1.0,0.5,0.5,1.0,0.986083984375,0.958251953125,1.0,0.0,0.9998459454714589,1.0,0.9997478374438651,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,0d5125c8ea13e668d209,97,original,450,8192,2048000,92166,450,64,1.0,85,0.896240234375,0.90234375,0.942138671875,0,raw-codeword patch,0.9857,0.97775,0.9853515625,0.9766946998973557,0.9853515625,0.9766946998973557,,,,0.596435546875,0.603759765625,0.896240234375,0.59521484375,0.6014404296875,0.8976318359375,0.9619140625,0.945068359375,0.99755859375,0.015625,0.9755441578709809,0.986328125,0.9778452419237305,1,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,51bab70d1facc4d24a97,101,original,0,8192,2048000,0,0,0,0.0,113,0.909423828125,0.9140625,0.984130859375,1,stable gate 113,0.3748,1.0,0.3623046875,0.37453958292917305,,,0.3623046875,0.37453958292917305,,0.340576171875,0.659423828125,0.840576171875,0.3424072265625,0.6588134765625,0.842529296875,0.9951171875,0.99853515625,0.998046875,0.51953125,0.4884901978407791,0.244140625,0.26058896801756704,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,49443534248134bc4ec5,101,original,2,8192,2048000,410,2,2,0.03125,81,0.8837890625,0.87890625,0.9765625,0,raw-codeword patch,0.5205,1.0,0.51953125,0.5225812656881927,1.0,0.9866834612414004,0.5040322580645161,0.5076102271219604,0.47907323411944003,0.3798828125,0.6201171875,0.8798828125,0.382080078125,0.61968994140625,0.88115234375,0.9951171875,0.998291015625,0.996826171875,0.4453125,0.5675306676076011,0.484375,0.4776318637687846,31,39,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6be9ca28865377824d82,101,original,4,8192,2048000,820,4,4,0.0625,85,0.927734375,0.93359375,0.97705078125,0,pure Y,0.7078,1.0,0.7109375,0.6961626157010741,0.8125,0.7978965444899886,0.7041666666666667,0.6893803537818133,0.10851619070817531,0.427734375,0.572265625,0.927734375,0.4273681640625,0.5723876953125,0.9271728515625,0.992431640625,0.994873046875,0.99951171875,0.220703125,0.7566961237331509,0.642578125,0.6356291076689974,26,39,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,826f58f867b7e165f0ce,101,original,6,8192,2048000,1229,6,6,0.09375,85,0.968505859375,0.96484375,0.986572265625,0,pure Y,0.8733,0.99975,0.8740234375,0.860778933889619,0.8854166666666666,0.8726187342891553,0.8728448275862069,0.8595541269517359,0.01306460733741932,0.468505859375,0.531494140625,0.968505859375,0.4671630859375,0.53240966796875,0.9677001953125,0.995361328125,0.99365234375,1.0,0.142578125,0.8477126663287742,0.890625,0.8738452014504638,15,39,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,13062350735cac48c8c9,101,original,8,8192,2048000,1639,8,7,0.109375,85,0.9130859375,0.91015625,0.978515625,0,pure Y,0.6456,1.0,0.65234375,0.6494172084662051,0.7678571428571429,0.7542436260047948,0.6381578947368421,0.6365437887684836,0.11769983723631117,0.4130859375,0.5869140625,0.9130859375,0.4117431640625,0.58782958984375,0.9114013671875,0.9873046875,0.987060546875,0.999267578125,0.322265625,0.6748319371089141,0.626953125,0.6240024798234961,15,39,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,3a59fc3d78de4543db1d,101,original,10,8192,2048000,2049,10,9,0.140625,85,0.96044921875,0.96484375,0.98193359375,0,pure Y,0.8272,0.99975,0.8427734375,0.8234746449479134,0.8402777777777778,0.8274303972364462,0.8431818181818181,0.8228273400279718,0.004603057208474426,0.4609375,0.53955078125,0.96044921875,0.459716796875,0.54168701171875,0.95830078125,0.99072265625,0.99169921875,1.0,0.203125,0.7869353846580338,0.888671875,0.8600139052377931,10,39,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6e8a2f19c921b2466ff5,101,original,50,8192,2048000,10241,50,36,0.5625,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9969493862389005,1.0,0.9979128034331107,1.0,0.9957107069892019,0.0022020964439087853,0.5,0.5,1.0,0.5,0.5,1.0,0.981201171875,0.958984375,1.0,0.0,0.9971727482146285,1.0,0.9967260242631726,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,843ef18070fa59d92731,101,original,100,8192,2048000,20478,100,53,0.828125,85,1.0,1.0,1.0,0,pure Y,0.9999,1.0,1.0,0.9995820832927125,1.0,0.999778465201001,1.0,0.998635879552777,0.0011425856482240038,0.5,0.5,1.0,0.5,0.5,1.0,0.98046875,0.95556640625,1.0,0.0,0.9993499768272096,1.0,0.9998141897582153,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,e30692188d4c130bbb23,101,original,250,8192,2048000,51195,250,63,0.984375,85,0.997802734375,1.0,0.997802734375,0,pure Y,1.0,0.99925,1.0,0.9995418566282812,1.0,0.9995445996626553,1.0,0.9993690454627088,0.000175554199946526,0.502197265625,0.502197265625,0.997802734375,0.5013427734375,0.50152587890625,0.9981201171875,0.92724609375,0.926025390625,1.0,0.0,0.9993291039097407,1.0,0.9997546093468215,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,93837063ab550ec3b80f,101,original,450,8192,2048000,92160,450,64,1.0,85,0.920654296875,0.9375,0.953369140625,0,pure Y,0.9819,0.98575,0.9873046875,0.9827686162607904,0.9873046875,0.9827686162607904,,,,0.572998046875,0.579345703125,0.920654296875,0.56982421875,0.58038330078125,0.9212158203125,0.989990234375,0.93798828125,0.998291015625,0.01953125,0.9767538593874825,0.994140625,0.9887833731340981,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,5580f3915afa61b5f5b6,103,fresh,0,8192,2048000,0,0,0,0.0,113,0.958251953125,0.95703125,0.982666015625,1,stable gate 113,0.1703,1.0,0.1669921875,0.17313084728918296,,,0.1669921875,0.17313084728918296,,0.291748046875,0.708251953125,0.791748046875,0.2913818359375,0.70751953125,0.7922119140625,0.990234375,0.98828125,0.998779296875,0.8671875,0.1415858446668734,0.201171875,0.20467584991149243,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,896e258a0180c8a18d00,103,fresh,2,8192,2048000,409,2,2,0.03125,113,0.979736328125,0.984375,0.991455078125,1,stable gate 113,0.0768,1.0,0.0810546875,0.09038397093111039,0.9375,0.9004034837134144,0.05342741935483871,0.06425430922845542,0.836149174484959,0.270263671875,0.729736328125,0.770263671875,0.2705078125,0.7296142578125,0.769482421875,0.998779296875,0.991455078125,0.998046875,0.947265625,0.07233763847078745,0.109375,0.10843030339143339,36,38,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,5b5458c09c8efb22be28,103,fresh,4,8192,2048000,819,4,4,0.0625,113,0.921630859375,0.921875,0.982177734375,1,stable gate 113,0.3158,1.0,0.3134765625,0.31798822070364474,0.890625,0.8725597772903724,0.275,0.2810167835978629,0.5915429936925094,0.328369140625,0.671630859375,0.828369140625,0.328125,0.67083740234375,0.8291259765625,0.998291015625,0.99609375,0.99267578125,0.69140625,0.30874786168612656,0.318359375,0.3272285797211629,2,38,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,985a5888c6bb211f0f56,103,fresh,6,8192,2048000,1229,6,6,0.09375,113,0.93798828125,0.9375,0.98291015625,1,stable gate 113,0.2414,1.0,0.248046875,0.25132428664343615,0.7708333333333334,0.7672873935473636,0.1939655172413793,0.19794879282578848,0.5693386007215752,0.31201171875,0.68798828125,0.81201171875,0.3111572265625,0.68853759765625,0.811181640625,0.99609375,0.9873046875,0.989013671875,0.701171875,0.293591140914488,0.197265625,0.20905743237238428,2,38,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6fcc1eaddf628ac3ceb2,103,fresh,8,8192,2048000,1638,8,7,0.109375,85,0.956298828125,0.9609375,0.986572265625,0,pure Y,0.828,1.0,0.8251953125,0.8108868537980869,0.9910714285714286,0.9770535329481215,0.8048245614035088,0.7904804195165035,0.18657311343161798,0.456298828125,0.543701171875,0.956298828125,0.4560546875,0.54180908203125,0.95654296875,0.99560546875,0.989990234375,1.0,0.189453125,0.7956056139353016,0.83984375,0.8261680936608721,2,38,triggered_refinement,1,0,0
